pair_ID	entailment_judgment	label	prediction	prediction_scores	target_scores
1139	ENTAILMENT	1	0	5.0	3.2626228
1140	CONTRADICTION	2	0	3.6	3.2803934
1141	ENTAILMENT	1	0	4.4	3.4603157
1142	CONTRADICTION	2	0	4.1	3.439789
1143	NEUTRAL	0	0	1.0	3.4570441
1144	NEUTRAL	0	0	1.0	3.2986913
1146	NEUTRAL	0	0	1.0	3.3881261
1148	ENTAILMENT	1	0	4.5	3.5535738
1150	ENTAILMENT	1	0	4.5	3.5277963
1151	CONTRADICTION	2	0	3.9	3.2120473
1152	NEUTRAL	0	0	2.8	3.5407212
1156	NEUTRAL	0	0	2.7	3.2353432
1158	CONTRADICTION	2	0	3.3	3.4453192
1159	ENTAILMENT	1	0	4.6	3.6462982
1160	NEUTRAL	0	0	3.6	3.5146644
1163	NEUTRAL	0	0	4.3	3.3990178
1164	NEUTRAL	0	0	3.5	3.5397067
1166	ENTAILMENT	1	0	5.0	3.1459084
1168	ENTAILMENT	1	0	5.0	3.2765636
1171	NEUTRAL	0	0	3.2	3.2077157
1172	NEUTRAL	0	0	3.1	3.0684538
1173	NEUTRAL	0	0	3.2	3.2101014
1174	NEUTRAL	0	0	3.2	3.222997
1176	CONTRADICTION	2	0	3.185	2.967208
1181	NEUTRAL	0	0	1.3	3.1650586
1183	NEUTRAL	0	0	1.4	3.0329497
1185	NEUTRAL	0	0	3.6	3.473575
1186	ENTAILMENT	1	0	4.9	3.5376203
1187	NEUTRAL	0	0	3.5	3.4193218
1189	NEUTRAL	0	0	2.9	3.4393544
1197	CONTRADICTION	2	0	3.8	3.4167953
1198	NEUTRAL	0	0	3.565	3.391712
1199	NEUTRAL	0	0	3.3	3.5676374
1201	NEUTRAL	0	0	3.7	3.4226286
1203	NEUTRAL	0	0	3.7	3.4470952
1204	NEUTRAL	0	0	4.0	3.4497778
1208	ENTAILMENT	1	0	4.4	3.1328812
1209	CONTRADICTION	2	0	4.3	2.9453363
1210	NEUTRAL	0	0	2.7	3.204725
1211	NEUTRAL	0	0	3.3	3.1738718
1216	CONTRADICTION	2	0	3.6	3.6906147
1217	ENTAILMENT	1	0	4.3	3.6781378
1218	CONTRADICTION	2	0	3.7	3.6937149
1220	CONTRADICTION	2	0	3.2	3.8212295
1223	NEUTRAL	0	0	4.1	3.7439148
1224	ENTAILMENT	1	0	4.8	3.2003202
1225	CONTRADICTION	2	0	3.5	3.196323
1226	ENTAILMENT	1	0	4.5	3.2175167
1229	NEUTRAL	0	0	3.2	3.1513398
1231	NEUTRAL	0	0	2.7	3.1225092
1233	ENTAILMENT	1	0	4.4	3.459912
1234	CONTRADICTION	2	0	3.8	3.4455185
1235	ENTAILMENT	1	0	4.8	3.3056414
1238	NEUTRAL	0	0	4.0	3.3591387
1243	CONTRADICTION	2	0	3.4	3.3948717
1245	CONTRADICTION	2	0	3.065	3.0170116
1247	NEUTRAL	0	0	2.9	3.1801364
1250	NEUTRAL	0	0	3.0	3.3253045
1252	CONTRADICTION	2	0	3.1	3.1472628
1253	ENTAILMENT	1	0	4.3	3.355623
1254	NEUTRAL	0	0	3.4	3.0782914
1256	NEUTRAL	0	0	1.9	3.0800176
1257	NEUTRAL	0	0	1.8	3.2035096
1258	NEUTRAL	0	0	2.1	3.0617738
1260	ENTAILMENT	1	0	4.9	3.4934387
1261	CONTRADICTION	2	0	4.6	3.5481942
1262	ENTAILMENT	1	0	4.9	3.3437111
1263	CONTRADICTION	2	0	4.1	3.2269335
1264	ENTAILMENT	1	0	5.0	3.4255579
1265	CONTRADICTION	2	0	3.6	3.3988988
1267	CONTRADICTION	2	0	4.3	3.4709082
1269	NEUTRAL	0	0	3.8	3.2050195
1272	CONTRADICTION	2	0	4.4	3.3734403
1277	NEUTRAL	0	0	1.2	2.9837253
1278	NEUTRAL	0	0	3.5	2.9478698
1279	CONTRADICTION	2	0	2.7	3.0400472
1281	CONTRADICTION	2	0	4.6	3.2256382
1285	NEUTRAL	0	0	2.6	3.093514
1286	NEUTRAL	0	0	2.485	3.1045113
1288	CONTRADICTION	2	0	3.8	3.373169
1289	ENTAILMENT	1	0	5.0	3.459714
1290	NEUTRAL	0	0	4.0	3.4363782
1295	NEUTRAL	0	0	4.3	3.3711216
1296	ENTAILMENT	1	0	4.8	3.1821218
1298	NEUTRAL	0	0	3.3	3.1522338
1299	ENTAILMENT	1	0	4.0	3.2905326
1300	CONTRADICTION	2	0	4.8	3.2568593
1301	NEUTRAL	0	0	2.6	3.2712095
1304	NEUTRAL	0	0	1.8	3.092904
1306	NEUTRAL	0	0	1.1	3.1057072
1307	NEUTRAL	0	0	1.965	3.3326814
1309	ENTAILMENT	1	0	4.5	3.23655
1310	CONTRADICTION	2	0	3.8	3.3143778
1312	CONTRADICTION	2	0	3.1	3.6011193
1313	NEUTRAL	0	0	1.0	3.5842645
1314	NEUTRAL	0	0	1.0	3.3653593
1315	NEUTRAL	0	0	1.0	3.4822917
1316	NEUTRAL	0	0	1.0	3.5411954
1320	NEUTRAL	0	0	3.6	3.417347
1322	CONTRADICTION	2	0	2.6	3.0117693
1323	NEUTRAL	0	0	3.6	3.3276353
1324	ENTAILMENT	1	0	4.2	3.5108116
1325	CONTRADICTION	2	0	3.5	3.006158
1327	NEUTRAL	0	0	4.1	3.3432968
1330	ENTAILMENT	1	0	4.3	3.4246511
1331	ENTAILMENT	1	0	4.7	3.637054
1332	CONTRADICTION	2	0	3.0	3.6624153
1334	NEUTRAL	0	0	3.5	3.151734
1337	ENTAILMENT	1	0	4.4	3.6097553
1338	NEUTRAL	0	0	2.9	3.1645088
1339	ENTAILMENT	1	0	4.7	3.5822022
1340	ENTAILMENT	1	0	4.3	3.0763745
1343	CONTRADICTION	2	0	3.365	3.2394547
1347	CONTRADICTION	2	0	4.0	3.2639117
1348	ENTAILMENT	1	0	4.8	3.3918436
1349	NEUTRAL	0	0	4.2	3.8651385
1351	ENTAILMENT	1	0	4.4	3.5493903
1353	ENTAILMENT	1	0	4.3	3.5242498
1356	CONTRADICTION	2	0	3.8	3.606579
1357	ENTAILMENT	1	0	4.4	3.5940516
1360	ENTAILMENT	1	0	4.7	3.6308334
1362	ENTAILMENT	1	0	4.2	3.223178
1363	CONTRADICTION	2	0	2.8	3.537418
1364	ENTAILMENT	1	0	4.3	3.6819215
1366	ENTAILMENT	1	0	5.0	3.5343468
1367	ENTAILMENT	1	0	4.1	3.4762979
1369	ENTAILMENT	1	0	4.2	3.4946089
1370	CONTRADICTION	2	0	4.0	3.539544
1374	NEUTRAL	0	0	3.4	3.416185
1375	ENTAILMENT	1	0	4.6	3.210051
1377	CONTRADICTION	2	0	3.4	3.3882353
1382	NEUTRAL	0	0	4.0	3.670761
1383	CONTRADICTION	2	0	3.3	3.6410718
1391	NEUTRAL	0	0	1.2	3.5221415
1392	NEUTRAL	0	0	1.1	3.3651712
1393	NEUTRAL	0	0	1.4	3.5346699
1394	ENTAILMENT	1	0	4.4	3.148692
1395	NEUTRAL	0	0	2.5	3.0703418
1397	CONTRADICTION	2	0	4.0	3.079632
1398	NEUTRAL	0	0	3.3	3.010609
1401	NEUTRAL	0	0	3.1	3.012564
1402	NEUTRAL	0	0	3.1	3.003946
1406	CONTRADICTION	2	0	3.5	2.969191
1411	NEUTRAL	0	0	2.4	3.1268146
1413	NEUTRAL	0	0	4.0	3.4283912
1416	ENTAILMENT	1	0	4.3	3.1773095
1418	ENTAILMENT	1	0	3.6	2.9097161
1420	ENTAILMENT	1	0	4.3	3.2219543
1422	NEUTRAL	0	0	3.2	3.0786166
1423	ENTAILMENT	1	0	4.5	3.3233986
1424	CONTRADICTION	2	0	3.5	3.0883849
1425	NEUTRAL	0	0	1.3	3.2130873
1426	NEUTRAL	0	0	1.3	3.1153066
1428	NEUTRAL	0	0	1.5	3.1885931
1430	ENTAILMENT	1	0	4.7	3.225465
1433	CONTRADICTION	2	0	3.5	3.2643766
1436	NEUTRAL	0	0	2.4	3.1924336
1437	NEUTRAL	0	0	3.735	3.3289108
1439	ENTAILMENT	1	0	4.7	3.3443418
1440	CONTRADICTION	2	0	4.1	3.0182588
1441	ENTAILMENT	1	0	4.5	3.0321853
1442	NEUTRAL	0	0	3.3	2.9577281
1445	NEUTRAL	0	0	2.0	3.2546625
1447	NEUTRAL	0	0	2.2	2.958625
1449	NEUTRAL	0	0	4.0	3.29314
1450	ENTAILMENT	1	0	4.5	3.2856107
1451	CONTRADICTION	2	0	4.6	3.205961
1452	NEUTRAL	0	0	1.085	3.3514054
1454	NEUTRAL	0	0	1.5	3.3108695
1456	NEUTRAL	0	0	1.1	3.279342
1457	ENTAILMENT	1	0	4.5	3.1177955
1459	ENTAILMENT	1	0	4.5	2.9667125
1460	NEUTRAL	0	0	3.7	3.143745
1462	NEUTRAL	0	0	1.1	2.887781
1465	NEUTRAL	0	0	1.1	3.0205426
1468	ENTAILMENT	1	0	4.4	3.8373704
1471	NEUTRAL	0	0	2.0	3.5448415
1472	NEUTRAL	0	0	2.8	3.8409264
1475	ENTAILMENT	1	0	3.8	3.6379263
1477	ENTAILMENT	1	0	4.4	3.792552
1478	CONTRADICTION	2	0	3.6	3.7487397
1485	CONTRADICTION	2	0	3.4	3.4315963
1490	NEUTRAL	0	0	2.9	3.6285603
1491	NEUTRAL	0	0	2.6	3.6308708
1492	NEUTRAL	0	0	3.6	3.3374155
1496	CONTRADICTION	2	0	3.5	3.2578712
1497	ENTAILMENT	1	0	4.6	3.3526042
1500	CONTRADICTION	2	0	3.7	3.1981282
1502	ENTAILMENT	1	0	4.5	3.3390396
1507	NEUTRAL	0	0	3.4	3.5820055
1508	NEUTRAL	0	0	3.4	3.439323
1510	NEUTRAL	0	0	3.1	3.4992495
1512	NEUTRAL	0	0	3.5	3.068314
1515	NEUTRAL	0	0	1.0	3.1487765
1516	NEUTRAL	0	0	1.0	3.639674
1518	NEUTRAL	0	0	1.1	3.290344
1520	ENTAILMENT	1	0	4.2	3.038186
1522	NEUTRAL	0	0	4.1	2.9279923
1526	NEUTRAL	0	0	2.2	3.094178
1528	NEUTRAL	0	0	2.865	3.0719886
1529	ENTAILMENT	1	0	4.5	3.3414986
1530	NEUTRAL	0	0	3.7	3.1539412
1533	NEUTRAL	0	0	1.0	3.0813925
1537	NEUTRAL	0	0	1.0	2.9409964
1539	CONTRADICTION	2	0	3.9	3.3024712
1540	NEUTRAL	0	0	4.2	3.2972467
1542	NEUTRAL	0	0	2.3	3.2015085
1543	NEUTRAL	0	0	2.5	3.1972642
1544	NEUTRAL	0	0	2.3	3.199548
1546	NEUTRAL	0	0	2.1	3.2085311
1548	CONTRADICTION	2	0	3.6	3.2794187
1554	NEUTRAL	0	0	2.135	3.2697413
1555	NEUTRAL	0	0	4.1	3.5886526
1556	ENTAILMENT	1	0	4.3	3.4709482
1560	ENTAILMENT	1	0	4.65	3.3249593
1561	NEUTRAL	0	0	3.2	3.287248
1562	NEUTRAL	0	0	3.3	3.7023604
1564	ENTAILMENT	1	0	4.3	3.5469902
1567	NEUTRAL	0	0	3.0	3.0744894
1568	ENTAILMENT	1	0	5.0	3.4612486
1569	ENTAILMENT	1	0	3.6	3.6357765
1571	NEUTRAL	0	0	2.8	3.5340586
1572	NEUTRAL	0	0	2.8	3.7106953
1577	NEUTRAL	0	0	2.7	3.1501946
1578	ENTAILMENT	1	0	4.9	3.592929
1579	CONTRADICTION	2	0	4.0	3.714773
1581	CONTRADICTION	2	0	3.9	3.532883
1583	CONTRADICTION	2	0	4.0	3.5569067
1589	ENTAILMENT	1	0	4.8	3.8299124
1590	CONTRADICTION	2	0	3.5	3.8745277
1593	ENTAILMENT	1	0	4.4	3.862478
1594	NEUTRAL	0	0	3.3	3.902072
1596	ENTAILMENT	1	0	5.0	3.5254653
1597	NEUTRAL	0	0	3.5	3.5873597
1598	ENTAILMENT	1	0	4.5	3.5114117
1600	NEUTRAL	0	0	3.5	3.6600924
1602	CONTRADICTION	2	0	3.7	3.6166594
1603	NEUTRAL	0	0	3.2	3.5997858
1605	NEUTRAL	0	0	3.4	3.380478
1611	CONTRADICTION	2	0	2.7	3.608488
1613	NEUTRAL	0	0	4.0	3.5957015
1616	NEUTRAL	0	0	2.1	3.406521
1617	ENTAILMENT	1	0	4.9	3.5692
1619	ENTAILMENT	1	0	4.8	3.5549812
1620	ENTAILMENT	1	0	4.6	3.4584608
1622	NEUTRAL	0	0	1.7	3.454482
1623	ENTAILMENT	1	0	1.5	3.4492211
1624	NEUTRAL	0	0	1.3	3.2436676
1630	ENTAILMENT	1	0	4.4	3.5630977
1633	NEUTRAL	0	0	3.6	3.6935053
1634	NEUTRAL	0	0	3.0	3.6169603
1636	NEUTRAL	0	0	2.6	3.5598564
1637	NEUTRAL	0	0	3.45	3.674885
1638	NEUTRAL	0	0	2.1	3.6945271
1642	NEUTRAL	0	0	3.4	3.6204908
1644	CONTRADICTION	2	0	3.9	3.5674865
1645	ENTAILMENT	1	0	3.2	3.6860518
1654	CONTRADICTION	2	0	3.2	3.529828
1656	ENTAILMENT	1	0	4.9	3.2857482
1658	ENTAILMENT	1	0	4.9	3.3735769
1662	NEUTRAL	0	0	3.4	3.2524698
1664	ENTAILMENT	1	0	4.8	3.5141857
1665	NEUTRAL	0	0	3.3	3.473561
1666	ENTAILMENT	1	0	3.5	3.4073217
1667	ENTAILMENT	1	0	4.9	3.5369122
1672	NEUTRAL	0	0	1.0	3.4112508
1674	NEUTRAL	0	0	1.0	3.1024947
1678	CONTRADICTION	2	0	3.9	3.4848068
1679	NEUTRAL	0	0	3.9	3.4879937
1681	CONTRADICTION	2	0	3.5	3.3885705
1683	ENTAILMENT	1	0	4.9	3.5077784
1684	CONTRADICTION	2	0	3.3	3.5818567
1685	NEUTRAL	0	0	3.1	3.5003355
1686	ENTAILMENT	1	0	4.3	3.5156367
1688	NEUTRAL	0	0	2.8	3.5402071
1689	ENTAILMENT	1	0	4.6	3.5879822
1692	NEUTRAL	0	0	2.4	3.6815042
1693	ENTAILMENT	1	0	4.465	3.5297208
1695	NEUTRAL	0	0	4.0	3.5439882
1696	ENTAILMENT	1	0	4.2	3.5833101
1698	NEUTRAL	0	0	3.9	3.586276
1699	NEUTRAL	0	0	4.2	3.5697196
1701	NEUTRAL	0	0	1.7	3.5475078
1704	CONTRADICTION	2	0	3.4	3.5963702
1709	NEUTRAL	0	0	1.4	3.5862598
1710	NEUTRAL	0	0	1.2	3.57342
1713	CONTRADICTION	2	0	3.7	3.0608358
1717	ENTAILMENT	1	0	5.0	2.9969614
1718	CONTRADICTION	2	0	3.8	3.0014763
1720	CONTRADICTION	2	0	2.6	3.0768802
1722	ENTAILMENT	1	0	4.8	3.5786772
1725	ENTAILMENT	1	0	4.8	3.6113703
1726	CONTRADICTION	2	0	2.9	3.464831
1727	NEUTRAL	0	0	3.015	3.499999
1728	NEUTRAL	0	0	1.8	3.2527864
1730	NEUTRAL	0	0	1.5	3.6597772
1731	NEUTRAL	0	0	1.8	3.5435486
1732	NEUTRAL	0	0	1.8	3.5282953
1734	ENTAILMENT	1	2	4.7	3.1892347
1735	CONTRADICTION	2	2	3.6	3.4248693
1737	CONTRADICTION	2	0	4.0	3.5061443
1738	NEUTRAL	0	0	1.3	3.5076644
1739	NEUTRAL	0	2	1.0	3.385464
1740	NEUTRAL	0	0	1.0	3.3771653
1742	NEUTRAL	0	0	1.0	3.3864172
1743	ENTAILMENT	1	0	4.8	3.5657034
1744	CONTRADICTION	2	0	3.1	3.5197423
1745	NEUTRAL	0	0	2.8	3.5201652
1746	ENTAILMENT	1	0	4.5	3.3812077
1748	NEUTRAL	0	0	4.1	3.509678
1749	NEUTRAL	0	0	3.3	3.5285106
1750	ENTAILMENT	1	0	4.2	3.440984
1752	NEUTRAL	0	0	3.4	3.4981432
1758	CONTRADICTION	2	0	3.4	3.0588937
1760	NEUTRAL	0	0	3.4	3.2570155
1761	ENTAILMENT	1	0	3.7	3.4445777
1762	NEUTRAL	0	0	2.3	3.2906165
1763	NEUTRAL	0	0	2.7	3.5681999
1764	NEUTRAL	0	0	4.2	3.2950802
1767	NEUTRAL	0	0	2.8	3.824461
1768	ENTAILMENT	1	0	4.4	3.462145
1769	CONTRADICTION	2	0	3.3	3.3429492
1770	NEUTRAL	0	0	3.4	3.569436
1774	NEUTRAL	0	0	3.2	3.4530249
1775	NEUTRAL	0	0	2.4	3.4536576
1778	ENTAILMENT	1	0	4.4	3.5806265
1779	NEUTRAL	0	0	3.8	3.6012356
1785	NEUTRAL	0	0	2.8	3.6425157
1786	ENTAILMENT	1	0	4.6	3.430636
1788	ENTAILMENT	1	0	4.4	3.364133
1790	CONTRADICTION	2	0	3.6	3.3769107
1793	CONTRADICTION	2	0	3.3	3.2021048
1794	NEUTRAL	0	0	2.5	3.8546476
1795	NEUTRAL	0	0	4.0	3.497704
1796	CONTRADICTION	2	0	2.8	3.4998188
1797	NEUTRAL	0	0	2.3	3.758488
1799	NEUTRAL	0	0	3.5	3.1717768
1800	NEUTRAL	0	0	4.1	3.149432
1801	ENTAILMENT	1	0	4.0	3.510234
1802	ENTAILMENT	1	0	4.9	3.3481467
1803	CONTRADICTION	2	0	4.3	3.3574317
1804	ENTAILMENT	1	0	4.8	3.2618158
1805	CONTRADICTION	2	0	4.0	3.292838
1806	NEUTRAL	0	0	2.6	3.7196112
1810	NEUTRAL	0	0	3.4	3.5566049
1813	ENTAILMENT	1	0	4.9	3.9187677
1816	ENTAILMENT	1	0	4.7	3.5594308
1817	CONTRADICTION	2	0	4.15	3.3799348
1819	NEUTRAL	0	0	3.9	3.7117808
1821	NEUTRAL	0	0	2.3	3.656166
1824	NEUTRAL	0	0	2.5	3.7486668
1826	ENTAILMENT	1	0	4.9	3.5326304
1827	NEUTRAL	0	0	3.6	3.5289123
1828	NEUTRAL	0	0	2.2	3.4974859
1831	NEUTRAL	0	0	3.5	3.419266
1833	NEUTRAL	0	0	1.9	3.613777
1834	NEUTRAL	0	0	1.5	3.4831102
1835	NEUTRAL	0	0	2.1	3.5115416
1836	NEUTRAL	0	0	1.435	3.609866
1837	NEUTRAL	0	0	1.3	3.485041
1838	NEUTRAL	0	0	2.4	3.4790666
1843	CONTRADICTION	2	0	3.835	3.3687816
1845	NEUTRAL	0	0	1.0	3.1117337
1848	NEUTRAL	0	0	1.0	3.709063
1850	ENTAILMENT	1	0	4.8	3.5412798
1855	NEUTRAL	0	0	3.2	3.7823663
1856	NEUTRAL	0	0	4.0	3.4403718
1857	CONTRADICTION	2	0	3.4	3.529675
1858	NEUTRAL	0	0	4.0	3.7814314
1859	ENTAILMENT	1	0	4.6	3.8417006
1860	CONTRADICTION	2	0	3.6	3.8107224
1862	ENTAILMENT	1	0	5.0	3.6486175
1863	CONTRADICTION	2	0	3.7	3.4981167
1864	NEUTRAL	0	0	2.865	3.2659037
1865	ENTAILMENT	1	0	3.8	3.7872243
1867	NEUTRAL	0	0	2.6	3.2726893
1868	ENTAILMENT	1	0	4.4	3.841673
1870	ENTAILMENT	1	0	3.1	3.7928665
1871	ENTAILMENT	1	0	4.4	3.7819738
1872	ENTAILMENT	1	0	4.8	3.589785
1875	ENTAILMENT	1	0	4.8	3.7083683
1880	NEUTRAL	0	0	2.7	3.8880806
1883	NEUTRAL	0	0	3.0	3.7271864
1885	ENTAILMENT	1	0	4.9	3.6837473
1889	CONTRADICTION	2	0	3.3	3.2837389
1890	NEUTRAL	0	0	2.5	3.077744
1891	NEUTRAL	0	0	4.2	3.648259
1893	NEUTRAL	0	0	2.6	3.6322098
1895	CONTRADICTION	2	0	3.2	3.188369
1896	NEUTRAL	0	0	3.9	3.2425525
1899	NEUTRAL	0	0	3.6	3.6756349
1901	CONTRADICTION	2	0	3.5	3.350638
1902	NEUTRAL	0	0	3.1	2.9538126
1903	NEUTRAL	0	0	1.0	3.0327804
1905	NEUTRAL	0	0	1.0	3.6203537
1906	NEUTRAL	0	0	1.1	3.038135
1911	NEUTRAL	0	0	1.75	3.5199544
1913	CONTRADICTION	2	0	4.2	3.4410858
1914	NEUTRAL	0	0	3.4	3.3936384
1915	NEUTRAL	0	0	1.2	3.5116804
1916	NEUTRAL	0	0	1.7	3.5509346
1917	NEUTRAL	0	0	1.9	3.6301968
1920	NEUTRAL	0	0	1.6	3.4149244
1922	ENTAILMENT	1	0	4.8	3.7299044
1923	CONTRADICTION	2	0	3.2	3.6700392
1924	NEUTRAL	0	0	3.4	3.6407695
1925	ENTAILMENT	1	0	5.0	3.3215773
1926	CONTRADICTION	2	0	3.6	3.4413245
1928	NEUTRAL	0	0	1.0	3.596516
1929	NEUTRAL	0	0	1.0	3.605533
1930	NEUTRAL	0	0	1.0	3.6032994
1931	NEUTRAL	0	0	1.0	3.4378614
1932	NEUTRAL	0	0	1.0	3.4347591
1933	NEUTRAL	0	0	1.0	3.7729542
1937	ENTAILMENT	1	0	4.3	3.6565418
1938	NEUTRAL	0	0	3.5	3.5845482
1941	NEUTRAL	0	0	1.0	3.3289063
1945	CONTRADICTION	2	0	4.0	3.760414
1947	NEUTRAL	0	0	3.8	3.8672993
1950	NEUTRAL	0	0	1.4	3.8672414
1951	NEUTRAL	0	0	1.4	3.8669405
1953	ENTAILMENT	1	0	4.6	3.3021293
1956	ENTAILMENT	1	0	4.9	3.187683
1957	NEUTRAL	0	0	2.8	3.4894886
1958	NEUTRAL	0	0	1.0	3.2342737
1959	NEUTRAL	0	0	1.0	3.4213529
1960	NEUTRAL	0	0	1.0	3.1695044
1962	NEUTRAL	0	0	1.0	3.1871533
1965	CONTRADICTION	2	0	3.9	3.5515916
1966	NEUTRAL	0	0	2.1	3.5734255
1968	CONTRADICTION	2	0	3.8	3.4189281
1971	NEUTRAL	0	0	2.9	3.5153432
1973	ENTAILMENT	1	0	4.4	3.4616177
1976	ENTAILMENT	1	0	4.7	3.4580998
1977	ENTAILMENT	1	0	4.2	3.574522
1979	NEUTRAL	0	0	2.8	3.4231048
1980	ENTAILMENT	1	0	4.9	3.6977134
1982	NEUTRAL	0	0	1.0	3.689832
1983	NEUTRAL	0	0	1.0	3.6266842
1985	NEUTRAL	0	0	1.0	3.6149478
1986	NEUTRAL	0	0	1.0	3.607101
1990	NEUTRAL	0	0	2.8	3.3862894
1995	NEUTRAL	0	0	3.0	3.473242
1997	NEUTRAL	0	0	3.4	3.2835448
1998	NEUTRAL	0	0	3.4	3.5221179
2002	ENTAILMENT	1	0	4.4	3.5708258
2003	NEUTRAL	0	0	3.7	3.433266
2010	NEUTRAL	0	0	2.4	3.172892
2013	NEUTRAL	0	0	2.1	3.5693355
2017	ENTAILMENT	1	0	5.0	3.4862
2021	NEUTRAL	0	0	2.0	3.6255145
2022	NEUTRAL	0	0	1.5	3.6331584
2026	NEUTRAL	0	0	2.7	3.6150324
2028	NEUTRAL	0	0	3.1	3.6283498
2031	CONTRADICTION	2	0	4.0	3.7251053
2032	NEUTRAL	0	0	3.3	3.8173118
2033	NEUTRAL	0	0	3.2	3.7385101
2034	NEUTRAL	0	0	2.7	3.6589022
2036	ENTAILMENT	1	0	3.8	3.7107463
2039	NEUTRAL	0	0	4.1	3.7500405
2042	NEUTRAL	0	0	3.7	3.6440692
2043	ENTAILMENT	1	0	5.0	3.4437628
2044	CONTRADICTION	2	0	3.5	3.3255908
2046	NEUTRAL	0	0	1.0	3.5763307
2048	NEUTRAL	0	0	1.0	3.5046036
2050	NEUTRAL	0	0	1.4	3.4471135
2053	ENTAILMENT	1	0	4.8	3.389638
2054	NEUTRAL	0	0	3.25	3.4987218
2057	CONTRADICTION	2	0	3.1	3.3143666
2060	ENTAILMENT	1	0	4.9	3.1290312
2062	NEUTRAL	0	0	3.4	3.2327654
2063	ENTAILMENT	1	0	4.8	3.3131387
2065	CONTRADICTION	2	0	3.1	3.5281584
2069	NEUTRAL	0	0	3.9	3.48548
2071	NEUTRAL	0	0	3.9	3.5616772
2074	NEUTRAL	0	0	4.1	3.6022735
2077	NEUTRAL	0	0	3.6	3.6847274
2083	NEUTRAL	0	0	2.6	3.5852945
2085	NEUTRAL	0	0	2.8	3.626177
2093	ENTAILMENT	1	0	4.2	3.3815339
2095	NEUTRAL	0	0	1.0	3.1235569
2099	NEUTRAL	0	0	1.6	3.4118545
2101	ENTAILMENT	1	0	4.2	3.388307
2106	NEUTRAL	0	0	3.6	3.6017244
2108	NEUTRAL	0	0	1.5	3.5572224
2110	NEUTRAL	0	0	1.1	3.4178512
2111	NEUTRAL	0	0	1.1	3.3298147
2114	NEUTRAL	0	0	4.2	3.7740965
2116	NEUTRAL	0	0	3.7	3.7462263
2120	NEUTRAL	0	0	4.4	3.7277827
2126	NEUTRAL	0	0	4.3	3.716412
2127	ENTAILMENT	1	0	4.7	3.1894372
2128	CONTRADICTION	2	0	3.8	3.2236016
2129	ENTAILMENT	1	0	5.0	3.480861
2131	NEUTRAL	0	0	4.2	3.2188647
2133	NEUTRAL	0	0	4.5	3.198428
2134	NEUTRAL	0	0	3.2	3.4714248
2135	NEUTRAL	0	0	4.1	3.4773312
2137	CONTRADICTION	2	0	2.8	3.4227755
2138	NEUTRAL	0	0	3.5	3.5530756
2140	CONTRADICTION	2	0	3.8	3.365556
2142	NEUTRAL	0	0	3.1	3.415333
2143	NEUTRAL	0	0	3.1	3.4134903
2147	NEUTRAL	0	0	2.2	3.5696607
2149	ENTAILMENT	1	0	4.7	3.2637181
2151	NEUTRAL	0	0	3.4	3.7306993
2152	ENTAILMENT	1	0	5.0	3.5826445
2154	ENTAILMENT	1	0	4.0	3.6236768
2155	NEUTRAL	0	0	3.8	3.2508292
2156	NEUTRAL	0	0	2.5	3.2831457
2158	NEUTRAL	0	0	3.2	3.5956101
2159	NEUTRAL	0	0	2.5	3.3706863
2160	NEUTRAL	0	0	2.7	3.7067075
2161	NEUTRAL	0	0	3.4	3.5970972
2168	ENTAILMENT	1	0	4.9	3.369055
2169	NEUTRAL	0	0	4.05	3.4044347
2173	NEUTRAL	0	0	3.2	3.3730266
2174	ENTAILMENT	1	0	5.0	3.722092
2177	NEUTRAL	0	0	3.0	3.3329191
2178	ENTAILMENT	1	0	4.2	3.7257273
2182	ENTAILMENT	1	0	4.5	3.6534424
2185	CONTRADICTION	2	0	4.0	3.5204036
2186	ENTAILMENT	1	0	4.5	3.5833712
2187	CONTRADICTION	2	0	4.2	3.5807621
2189	NEUTRAL	0	0	3.5	3.4216633
2190	ENTAILMENT	1	0	4.7	3.4068093
2191	ENTAILMENT	1	0	5.0	3.5236757
2193	NEUTRAL	0	0	3.3	3.5150383
2194	ENTAILMENT	1	0	4.4	3.403755
2197	NEUTRAL	0	0	3.1	3.3672676
2200	NEUTRAL	0	0	3.0	3.4896648
2201	NEUTRAL	0	0	3.9	3.368771
2204	NEUTRAL	0	0	3.5	3.3018355
2206	NEUTRAL	0	0	3.7	3.3463652
2209	NEUTRAL	0	0	3.7	3.336355
2211	ENTAILMENT	1	0	4.5	3.3381495
2214	ENTAILMENT	1	0	4.4	3.2419963
2216	NEUTRAL	0	0	3.8	3.428781
2219	CONTRADICTION	2	0	3.8	3.4611173
2220	ENTAILMENT	1	0	4.4	3.693607
2223	NEUTRAL	0	0	3.4	3.4505239
2224	NEUTRAL	0	0	2.6	3.386986
2225	ENTAILMENT	1	0	4.1	3.465705
2227	CONTRADICTION	2	0	3.0	3.261957
2230	ENTAILMENT	1	0	4.2	3.44983
2237	ENTAILMENT	1	0	4.5	3.8221498
2241	NEUTRAL	0	0	3.75	3.7955709
2244	NEUTRAL	0	0	3.2	3.829739
2245	NEUTRAL	0	0	3.8	3.8176932
2246	ENTAILMENT	1	0	4.6	3.4950988
2248	ENTAILMENT	1	0	5.0	3.3018308
2249	CONTRADICTION	2	0	3.9	3.2210665
2254	ENTAILMENT	1	0	4.8	3.3789334
